Título,Texto,Clase
REFORMA DEL BLOODGENE,"BLOODGENE REVAMP 1.1 (NUEVO MAPA)
¡Esta es la segunda actualización de la actualización REVAMP!

Clase del Club
- Nuevo mapa entero
- Caminando npcs
- Nuevos npcs
- Nueva zona al aire libre
- Corrección de lag
Más lugares para esconderse

¡¡¡¡¡DISCLAIMER!!
- ESTE JUEGO CONTIENE SANGRE, NO JUEGUES SI ERES LIGERO!!
- SI SALES DEL JUEGO MIENTRAS ESTÁS EN MODO MISIÓN, ¡¡TAL VEZ PIERDAS PROGRESO Y VALORES DE JUEGO!!

Este juego está inspirado en muchos otros juegos, pero no es una copia completa de ninguna manera.

Animación de zazvani
Obra de arte por narrowhead7
Todo lo demás por imaginebeingchiIl",Violento
Refugio de Polonia 🇵🇱 RP,"Inspirado por el juego RP de Brookhaven.

¡Créditos a Wolfpaq por todos los activos! Este es un juego hecho por fanáticos. Todos los activos utilizados provienen de Wolfpaq y / o otros afiliados. Otros activos no wolfpaq provienen del contenido de los fanáticos que no está en el juego base. Este juego es completamente gratuito y no necesitas robux para obtener artículos en el juego.

Mensaje a los moderadores: Cada cosa inapropiada que veas en el juego, es añadida por piratas informáticos. Nuestro juego está siendo pirateado recientemente todos los días.",Apropiado
Regresar al Campamento de Sangre [RP],Revival de mi viejo juego Camp Slasher rp,Violento
Reino de las Palomas,"Bienvenido al culto de Pigeon, ubicado en el corazón del reino de las palomas.

En este juego, te embarcarás en un viaje espiritual, participarás en rituales sagrados y descubrirás la sabiduría de los antiguos tomos. ¿Serás capaz de ascender a través de los rangos del orden y alcanzar la mayor iluminación? Solo la Orden de las Palomas lo sabe

Revela los misterios divinos de la Orden de la Paloma y entra en un mundo de iluminación. ¡Sé bendecido por los divinos al unirte a nosotros!",Violento
Reino de los Locos,"¡Bienvenido a Crazy's Kingdom! Esta es una experiencia de rol progresiva donde los trabajadores comienzan en la parte inferior y trabajan su camino hasta convertirse en un rango alto. ¡Únete al grupo y pide un trabajo en los mostradores de recepción!

Las sesiones de premios tienen lugar cada 2 horas. ¡Asiste a estas sesiones de premios para recibir muchos XP GRATIS!
Hay un temporizador en tu pantalla para que puedas ver cuántas horas quedan para la sesión de premios.


¡Gracias al Reino de Karvas y al Reino de Vinays por darme la idea de comenzar este reino!",Violento
Reinos de terror de Avenu |PRÉVIO BETA|,"🔪Avenue Horror Realms es un parque temático en el que los visitantes experimentarán historias terroríficas en diferentes avenidas de la vida🔪

ETAPA ACTUAL: VISTA PREVIA",Violento
Relámpago: Motor de Sangre,"地️ Mucha sangre, se recomiendan 13+. 地️

Controles:
F = Usar electricidad
Shift = Correr
Ctrl = Bloqueo por turno

La electricidad solo es compatible con PC.

Literalmente no hice NADA en este juego, ¡TODO el crédito va a aquellos que lo hicieron!",Violento
Renacido Para Luchar Contra Monstruos,"¡Bienvenido a Reborn To Fight Monsters!

🏋️ ¡Entrena para ser PODEROSO!
⚔️ ¡Combata ENEMIGOS!
🏆 ¡Derrota a BOSSES PODEROSOS y GANA!
💎 ¡Recoge espadas MÍTICAS y mascotas!

💖 ¡Los jugadores Premium obtienen +10% de suerte y +10% de poder!

👍 ¡Dale me gusta al juego para más actualizaciones!
🤗 ¡Juega con amigos para obtener potenciadores y recompensas adicionales en el juego!

Etiquetas: Simulator, Blade, Sword, Rng, Fighting, Auras, Power, Monsters, Friends, Fun, Dungeon, Collect, Pet, Rebirth, Energy, Clicker, Adventure",Violento
Renacimiento [Un Juego de Terror Corto],"Adén finalmente regresa, pero todo está entre él, su pesadilla sobre su pasado nunca lo dejó quedarse solo, nunca lo dejó tener una vida normal.
16 años más tarde, fundó esa Emily todavía viva, y ella está bien, pero después de eso, él se ha enfrentado... otra pesadilla.
Este es el cuarto capítulo de la saga, ese show sobre el regreso de Adén.
Tags: terror de miedo de pesadilla borrar nuevo capítulo sepuel locura hotel aterrador corto
El juego fue desarrollado solo para 1 jugador.
También el juego era todo sobre el regreso de Adén y cosas misteriosas, si quieres un mejor gameplay, pon el gráfico de 5 arriba.
Nota 2023: Me di cuenta de lo terrible que es el guión en este juego, lo siento.
Disfruta.",Violento
Renacimiento Glaciar [:],"Bienvenido a Glacier, un sitio de investigación en la Antártida utilizado por la Corporación Nova para investigar fenómenos anómalos e innovar en tecnología.
Este es nuestro sitio principal, lo que significa que hacemos cumplir un juego de rol en grupo serio aquí. Si desea una experiencia de juego de rol más casual, ¡visite el sitio 006! https://www.roblox.com/games/5897938254/RP-Site-006

[!] ¡Los servidores no son visibles en la lista de servidores! ¡Hay un navegador de servidor en el juego!

Glacier es una experiencia de mundo abierto donde múltiples equipos juegan diferentes partes en un emocionante mundo de contención de anomalias, con una amplia gama de tecnología como armas, vehículos, instalaciones, entidades y mucho más.

Para participar en los diferentes equipos, debes unirte al grupo y enviar una solicitud para la Clase - D, o, alternativamente, unirte a los Lobos Rojos y asaltar el sitio.

Inspirado en el género SCP.",Apropiado
Reparación de Sangre🩸,"¡ACTUALIZACIÓN DEL 4 DE JULIO!

Recomendado para más de 13 usuarios

13+ / juego de disparos realista, con sangre avanzada y física de ragdoll 🩸

⚠️ADVERTENCIA:
Este juego contiene: sangre extrema y efectos de flash, no juegues a menos que tengas más de 13 años.

🔔 ÚNETE AL GRUPO: https://www.roblox.com/groups/555253
✅ ME GUSTA LAS ACTUALIZACIONES!

Etiquetas: Ragdoll, Ragdoll Engine, Blood, Bloody Ragdoll, Ragdoll Blood, Funny Ragdoll, R6 Ragdoll, Euphoria, Ragdoll, Blood, Criminality, Gun testing, Blood Engine, Crim, Blood Physics, Euphoria Blood Physics, Gun Framework, Realistic blood, Gun system, realistic.",Violento
Requiem,"Una cita psiquiátrica con un prisionero va terriblemente mal cuando ocurre una toma de control organizada, sumiendo a la prisión en un caos total.

ACTUALIZACIONES:
21/10: Arreglado error de muerte


CONTROLES DE PC:
Haga clic izquierdo para interactuar
Haga clic derecho para usar la linterna
C o Shift para agacharse


ADVERTENCIA: Este juego contiene sangre de alto impacto y contenido angustiante.
ADVERTENCIA: Este juego contiene luces parpadeantes muy intensas.

No se requiere un alto nivel de gráficos, pero se recomienda.
Es posible que algunos tipos de personajes no interactúen con el entorno como se esperaba.


CRÉDITOS:
Requiem es un juego I basado en Outlast. Es intencionalmente muy similar.
Sí, utilicé recursos SCP. Son gratuitos. Están en la caja de herramientas de Roblox.


El episodio actual dura aproximadamente 10-15 minutos. Las cosas están sujetas a cambios y muy bien pueden romperse.



Etiquetas: Horror, Prisión, Aventura, Puzzle",Violento
REVAMP GEN DARAH,"REVAMP GEN DARAH 0.5
Ini adalah kemas kini pertama dalam kami merombak permainan untuk menjadikannya kelihatan lebih baik!

JUGA MENAMBAH KELAB!!

!!PENAFIAN!!
- PERMAINAN INI MENGANDUNGI DARAH, JANGAN MAIN JIKA RINGAN!!
- JIKA ANDA MENINGGALKAN PERMAINAN SEMASA DALAM MOD MISI ANDA MUNGKIN AKAN HILANG KEMAJUAN DAN DALAM NILAI PERMAINAN!!

Permainan ini diilhamkan oleh banyak permainan lain yang berbeza, tetapi bukan salinan penuh dalam apa jua cara.

Animasi oleh zazvani
Karya seni oleh ruaniixc
Segala-galanya dengan imaginebeingchiIl^",Violento
Revamp RP P2 de Fazbear,"¡Este juego de rol es nuestra propia versión de la serie Five Nights at Freddy's! No estamos apuntando a la precisión del juego, ya que este es nuestro propio AU para los juegos.

La nueva reforma de Fazbear: https://www.roblox.com/games/11255641834/Fazbears-Revamp-ALPHA

Desarrolladores y Colaboradores:
Chumbbles - Dueño / Constructor Principal y Animador
Sprastras - Co-Propietario / Co-Constructor, Programador, + Diseñador de los Bots de STAFF
wiihaver - Artista y Administrador / Diseñador de Toy Foxy, Mangle & Jingles
3amhotdogg - Artista y Administrador
Nexerist - Artista / Diseñador de Toy Freddy y Toy Bonnie
msbgshay - Artista / Diseñadora de Toy Chica
Goldibility - Artista
Diablostinus - Creador del guión original de la cámara

FNAF pertenece a Scott Cawthon.",Apropiado
Revision De Sangre,"Recommended for 13+ Users

13+ / realistic shooting game, with advanced blood and ragdoll physics 🩸

⚠️WARNING:
This game contains: extreme blood and flash effects, do not play unless you are above the age of 13.

🔔 JOIN THE GROUP: https://www.roblox.com/groups/555253
✅ LIKE FOR UPDATES!

Tags: Ragdoll, Ragdoll Engine, Blood, Bloody Ragdoll, Ragdoll Blood, Funny Ragdoll, R6 Ragdoll, Euphoria, Ragdoll, Blood, Criminality, Gun testing, Blood Engine, Crim, Blood Physics, Euphoria Blood Physics, Gun Framework, Realistic blood, Gun system, realistic.^",Violento
Revisión De Sangre,"Recommended for 13+ Users

13+ / realistic shooting game, with advanced blood and ragdoll physics 🩸

⚠️WARNING:
This game contains: extreme blood and flash effects, do not play unless you are above the age of 13.

🔔 JOIN THE GROUP: https://www.roblox.com/groups/555253
✅ LIKE FOR UPDATES!

Tags: Ragdoll, Ragdoll Engine, Blood, Bloody Ragdoll, Ragdoll Blood, Funny Ragdoll, R6 Ragdoll, Euphoria, Ragdoll, Blood, Criminality, Gun testing, Blood Engine, Crim, Blood Physics, Euphoria Blood Physics, Gun Framework, Realistic blood, Gun system, realistic.^",Violento
Revisión De Sangre,"Recommended for 13+ Users

13+ / realistic shooting game, with advanced blood and ragdoll physics 🩸

⚠️WARNING:
This game contains: extreme blood and flash effects, do not play unless you are above the age of 13.

🔔 JOIN THE GROUP: https://www.roblox.com/groups/555253
✅ LIKE FOR UPDATES!

Tags: Ragdoll, Ragdoll Engine, Blood, Bloody Ragdoll, Ragdoll Blood, Funny Ragdoll, R6 Ragdoll, Euphoria, Ragdoll, Blood, Criminality, Gun testing, Blood Engine, Crim, Blood Physics, Euphoria Blood Physics, Gun Framework, Realistic blood, Gun system, realistic.",Violento
Revisión De Sangre,"Recommended for 13+ Users

13+ / realistic shooting game, with advanced blood and ragdoll physics 🩸

⚠️WARNING:
This game contains: extreme blood and flash effects, do not play unless you are above the age of 13.

🔔 JOIN THE GROUP: https://www.roblox.com/groups/555253
✅ LIKE FOR UPDATES!

Tags: Ragdoll, Ragdoll Engine, Blood, Bloody Ragdoll, Ragdoll Blood, Funny Ragdoll, R6 Ragdoll, Euphoria, Ragdoll, Blood, Criminality, Gun testing, Blood Engine, Crim, Blood Physics, Euphoria Blood Physics, Gun Framework, Realistic blood, Gun system, realistic.^",Violento
Revisión De Sangre,"Recommended for 13+ Users

13+ / realistic shooting game, with advanced blood and ragdoll physics 🩸

⚠️WARNING:
This game contains: extreme blood and flash effects, do not play unless you are above the age of 13.

🔔 JOIN THE GROUP: https://www.roblox.com/groups/555253
✅ LIKE FOR UPDATES!

Tags: Ragdoll, Ragdoll Engine, Blood, Bloody Ragdoll, Ragdoll Blood, Funny Ragdoll, R6 Ragdoll, Euphoria, Ragdoll, Blood, Criminality, Gun testing, Blood Engine, Crim, Blood Physics, Euphoria Blood Physics, Gun Framework, Realistic blood, Gun system, realistic.^",Violento
Richmond Academia de Fútbol Hub,"La Academia Real de Deportes de Richmond tiene como objetivo construir una comunidad donde todos puedan divertirse y jugar el deporte que aman en ROBLOX. El Hub de la Academia de Fútbol de Richmond es el conector al recién construido Estadio del Castillo Real, hecho por nuestro Equipo de Desarrollo.


Si desea participar en eventos, se recomienda solicitar unirse al grupo y unirse a nuestro servidor de comunicaciones.",Apropiado
Ride a Box Remastered,"Diviértete bajando por un tobogán con amigos en el palco de 5 asientos, o solo y diviértete en un viaje salvaje._x000D_
_x000D_
¡Deja un me gusta, un favorito y sigue el juego para futuras actualizaciones!_x000D_
¡Únete a Simple Games para obtener una caja y una insignia gratis!_x000D_
_x000D_
¡Los precios de los Gamepass se han reducido durante un tiempo limitado!_x000D_
¡Los usuarios premium obtienen VIP y una insignia exclusiva gratis!_x000D_
_x000D_
Etiquetas: Monta una caja por un tobogán, Tobogán de caja, Remasterizado, Monta una caja abajo cosas, Diversión, escapar de la inundación, deportes, béisbol, hockey, fútbol, tiempo, balsa, sin copiar, estudio, aniquilación, mascota, versión, familia, vida, vida, vida, vida, vida, noche, comida, fácil, rodillo, minecraft, alturas, montaña rusa, carro, paseo, tren, avión, autobús, accidente, nombre, diversión, pasar el rato, jugar, princesa, Monta una caja hasta la meta, Monta una caja hasta la meta, Monta una caja hasta la meta, Monta una caja hasta la meta",Apropiado
Riesgo Universalis - Aduanas,Riesgo Universalis - Aduanas es un juego para aquellos que desean crear su propio país desde cero. Todo depende de ti.,Apropiado
RIVALES,"🎉 ACTUALIZACIÓN 3 - ¡Mira las notas del parche en el juego para ver todos los detalles!

¡Bienvenido a RIVALS, el juego de disparos más intenso de Roblox! Desafía a otros jugadores en duelos 1v1 a 5v5 donde el primero en 5 gana.

🔫 ¡Desafía a alguien pisando una plataforma de duelo!
🔑 ¡Gana llaves para desbloquear nuevas armas y skins!
📜 ¡Completa contratos para desbloquear recompensas exclusivas!
🏆 ¡Muestra tu racha de victorias y sube a las tablas de clasificación!

🎮 Disponible en escritorio, teléfonos, tabletas, XBOX y PlayStation 5
💜 ¡Deja un me gusta y únete al grupo para obtener una recompensa exclusiva!

⚠️ ADVERTENCIA: Los explotadores serán prohibidos permanentemente sin segundas oportunidades, nuestros moderadores y anti-engaño te atraparán. ¡Tambien no está permitido cultivar para ganar usando amigos/alts!",Violento
